0.0 0.009 0.003
1.0 0.01 0.0045
2.0 0.01 0.005
3.0 0.01 0.005
4.0 0.01 0.005
5.0 0.01 0.005
6.0 0.01 0.005
7.0 0.01 0.0055
8.0 0.01 0.0055
9.0 0.01 0.0055
10.0 0.01 0.0055
11.0 0.01 0.0055
12.0 0.01 0.006
13.0 0.01 0.006
14.0 0.01 0.006
15.0 0.01 0.006
16.0 0.01 0.006
17.0 0.01 0.006
18.0 0.01 0.006
19.0 0.01 0.006
20.0 0.01 0.006
21.0 0.01 0.006
22.0 0.01 0.006
23.0 0.01 0.006
24.0 0.01 0.0075
25.0 0.01 0.008
26.0 0.01 0.008
27.0 0.01 0.008
28.0 0.01 0.008
29.0 0.01 0.008
30.0 0.01 0.008
31.0 0.01 0.008
32.0 0.01 0.008
33.0 0.01 0.008
34.0 0.01 0.008
35.0 0.01 0.008
36.0 0.01 0.008
37.0 0.01 0.008
38.0 0.01 0.008
39.0 0.01 0.008
40.0 0.01 0.008
41.0 0.01 0.008
42.0 0.01 0.008
43.0 0.01 0.008
44.0 0.01 0.008
45.0 0.01 0.008
46.0 0.01 0.008
47.0 0.01 0.0085
48.0 0.01 0.0085
49.0 0.01 0.0085
50.0 0.01 0.0085
51.0 0.01 0.0085
52.0 0.01 0.0085
53.0 0.01 0.0085
54.0 0.01 0.0085
55.0 0.01 0.0085
56.0 0.01 0.0085
57.0 0.01 0.0085
58.0 0.01 0.0085
59.0 0.01 0.009
60.0 0.01 0.009
61.0 0.01 0.009
62.0 0.01 0.009
63.0 0.01 0.009
64.0 0.01 0.009
65.0 0.01 0.009
66.0 0.01 0.009
67.0 0.01 0.009
68.0 0.01 0.009
69.0 0.01 0.009
70.0 0.01 0.009
71.0 0.01 0.009
72.0 0.01 0.009
73.0 0.01 0.009
74.0 0.01 0.009
75.0 0.01 0.009
76.0 0.01 0.009
77.0 0.01 0.009
78.0 0.01 0.009
79.0 0.01 0.009
80.0 0.01 0.009
81.0 0.01 0.009
82.0 0.01 0.009
83.0 0.01 0.009
84.0 0.01 0.009
85.0 0.01 0.009
86.0 0.01 0.009
87.0 0.01 0.009
88.0 0.01 0.009
89.0 0.01 0.009
90.0 0.01 0.009
91.0 0.01 0.0095
92.0 0.01 0.0095
93.0 0.01 0.0095
94.0 0.01 0.0095
95.0 0.01 0.0095
96.0 0.01 0.0095
97.0 0.01 0.0095
98.0 0.01 0.0095
99.0 0.01 0.0095
